Obs,ring,DOY,H2O,CO2,block,true_ten,true_twenty,true_thirty,true_forty,true_fifty,true_sixty,true_seventy,start_ten,start_twenty,start_thirty,start_forty,start_fifty,start_sixty,start_seventy
168,20,202,dry,ele,2,16.3559,19.5118,25.2271,28.0834,30.5526,35.8901,42.1686,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
169,24,204,con,amb,2,27.5961,33.3897,40.8882,42.0537,42.892,43.8911,44.3084,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
170,24,204,dry,amb,2,14.4366,21.6017,31.6679,37.6213,39.8472,42.7922,43.9239,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
171,20,204,con,ele,2,31.8941,31.1027,37.4906,38.708,39.4494,43.3925,44.2481,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
172,20,204,dry,ele,2,16.1874,19.429,25.1804,28.1438,30.3063,34.9937,41.1819,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
173,24,207,con,amb,2,26.3922,32.7149,40.3967,41.308,41.5639,42.3826,44.0374,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
174,24,207,dry,amb,2,14.9161,21.9709,29.5367,33.6062,35.6633,39.7456,42.5236,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
175,20,207,con,ele,2,30.8712,31.3604,36.169,36.4342,37.9566,42.3466,43.5658,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
176,20,207,dry,ele,2,16.6022,19.6641,25.3339,27.8515,29.5865,33.2352,38.339,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
177,24,210,con,amb,2,21.5115,28.3193,38.6924,41.0423,40.5571,41.6039,43.6428,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
178,24,210,dry,amb,2,14.7999,21.4494,28.3946,31.7212,33.699,37.6861,41.3544,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
179,20,210,con,ele,2,26.4116,29.0691,34.6227,35.6793,36.9578,41.357,42.567,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
180,20,210,dry,ele,2,16.071,19.1497,24.9822,27.7954,29.5373,32.5288,36.6612,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
181,24,214,con,amb,2,16.2676,23.9382,36.1976,38.4642,38.0151,39.4353,42.3228,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
182,24,214,dry,amb,2,14.634,20.8473,26.529,28.9147,30.6953,34.9472,38.7106,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
183,20,214,con,ele,2,20.5506,24.7618,32.0004,34.1712,35.8121,39.4221,41.4749,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
184,20,214,dry,ele,2,15.7698,18.8692,24.4139,27.2463,29.1586,32.1651,36.2205,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
185,24,216,con,amb,2,15.3122,21.2227,33.9884,37.3705,36.1932,37.3136,39.8197,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
186,24,216,dry,amb,2,14.5183,19.9141,26.0486,27.8194,29.4757,33.1974,36.492,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
187,20,216,con,ele,2,19.4236,22.6443,29.4072,31.3717,33.125,36.8473,38.5093,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
188,20,216,dry,ele,2,15.8315,19.1861,24.4994,27.6843,29.2608,32.0697,35.6361,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
189,24,218,con,amb,2,14.9373,20.2627,32.5706,35.6236,34.3131,35.7879,38.5532,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
190,24,218,dry,amb,2,14.5185,19.9288,25.4454,26.6064,28.2071,31.6562,34.9275,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
191,20,218,con,ele,2,18.444,21.1937,27.4971,29.8894,31.6856,35.3279,36.8358,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
192,20,218,dry,ele,2,15.9009,19.049,24.6592,27.6023,29.3204,32.1559,35.9009,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
193,24,221,con,amb,2,14.6383,19.2927,31.2157,33.7658,32.0219,32.9931,35.5005,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
194,24,221,dry,amb,2,14.5458,20.3269,25.074,25.788,26.9943,30.3244,33.1039,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
195,20,221,con,ele,2,17.2271,19.9425,25.8862,28.2625,30.0689,33.1647,34.2307,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
196,20,221,dry,ele,2,15.8762,19.2091,24.8352,27.6533,29.4629,32.3776,35.9041,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
197,24,223,con,amb,2,14.5852,18.8949,30.2368,33.4303,31.437,32.0205,34.4026,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
198,24,223,dry,amb,2,14.5462,19.8331,24.9416,25.636,26.7047,29.6039,32.358,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
199,20,223,con,ele,2,17.0587,19.5532,25.2809,27.7587,29.5344,32.4631,33.4152,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
200,20,223,dry,ele,2,15.9303,19.0592,24.9077,27.732,29.52,32.3892,35.8365,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
201,24,228,con,amb,2,15.8791,19.8055,30.3954,32.2461,30.1919,31.0968,33.112,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
202,24,228,dry,amb,2,14.4468,19.8629,24.8369,25.3677,26.0165,28.8785,31.0746,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
203,20,228,con,ele,2,17.938,19.3365,24.5562,27.0804,28.7,31.2518,31.901,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
204,20,228,dry,ele,2,16.0117,19.2035,25.0604,27.9701,29.6056,32.1806,35.4925,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
205,24,230,con,amb,2,14.9294,19.0518,29.6022,32.0014,29.8198,30.7903,32.6271,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
206,24,230,dry,amb,2,14.4649,19.7368,24.5349,24.939,25.783,28.4643,30.9284,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
207,20,230,con,ele,2,17.2367,19.0479,23.9922,26.4516,28.0435,30.4715,31.1318,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
208,20,230,dry,ele,2,15.9027,19.3488,25.2699,27.9058,29.5649,32.2124,35.236,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
209,24,232,con,amb,2,14.6701,19.0602,29.5308,31.7117,29.5265,30.4205,31.9805,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
210,24,232,dry,amb,2,14.2585,19.5905,24.2799,24.7947,25.3389,28.0894,30.6154,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
211,20,232,con,ele,2,15.8119,18.5852,23.5817,26.9094,28.3146,30.4068,30.628,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
212,20,232,dry,ele,2,16.1202,20.121,25.326,27.1807,28.9908,31.4508,34.3847,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
213,24,234,con,amb,2,22.1872,26.0242,36.723,35.9747,31.0521,30.3627,31.8035,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
214,24,234,dry,amb,2,14.3747,20.0419,24.9658,24.9349,25.3308,28.182,30.3235,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
215,20,234,con,ele,2,24.9552,23.4997,28.7914,30.726,30.6935,31.9153,31.747,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
216,20,234,dry,ele,2,15.4696,18.9007,24.459,28.2259,30.1781,32.06,35.5928,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
217,24,236,con,amb,2,18.487,24.2086,36.5226,35.451,30.8741,30.3736,31.7776,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
218,24,236,dry,amb,2,14.3103,20.4711,24.8026,24.8835,25.3758,27.9456,30.0826,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
219,20,236,con,ele,2,21.5977,22.4226,28.3359,30.7107,30.6819,32.0281,31.8622,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
220,20,236,dry,ele,2,15.861,19.5849,25.5663,29.0555,30.3087,32.4341,35.7851,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
221,24,238,con,amb,2,16.2216,21.3862,34.5232,35.1782,30.8983,29.894,31.2387,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
222,24,238,dry,amb,2,14.1795,20.2295,24.626,24.4874,25.0079,27.6842,29.8761,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
223,20,238,con,ele,2,19.406,21.4464,27.5129,29.7902,30.0938,31.6105,31.3027,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
224,20,238,dry,ele,2,15.6026,19.3412,25.6383,28.8763,30.2893,32.5384,35.7606,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
225,24,242,con,amb,2,14.528,18.8469,31.3006,33.7397,29.9423,29.5199,30.495,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
226,24,242,dry,amb,2,13.806,19.3915,24.1855,24.2664,24.222,26.5142,28.9251,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
227,20,242,con,ele,2,17.3141,20.3302,26.337,28.8966,29.1794,30.6386,30.4876,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
228,20,242,dry,ele,2,14.602,18.8434,25.1677,28.3676,29.8197,31.762,34.7656,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
229,24,246,con,amb,2,27.3529,30.8854,39.9374,40.6079,35.947,33.1378,32.3726,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
230,24,246,dry,amb,2,14.2779,19.9765,24.3878,24.069,24.6949,27.1302,29.5715,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
231,20,246,con,ele,2,32.7037,30.6272,35.6817,36.0605,35.4057,35.0248,33.4662,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
232,20,246,dry,ele,2,14.7073,17.6955,23.6085,27.6574,28.9255,31.4336,36.3996,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
233,24,251,con,amb,2,19.3228,27.4843,39.3226,40.6981,36.4778,33.1364,32.2317,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
234,24,251,dry,amb,2,14.0777,19.8402,24.1141,23.7481,24.4269,26.891,29.1931,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
235,20,251,con,ele,2,22.8144,28.0382,34.3171,36.5513,36.1981,36.2712,33.7571,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
236,20,251,dry,ele,2,14.2339,17.7729,24.0533,27.5392,29.1307,32.1007,36.8667,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
237,24,253,con,amb,2,18.3208,26.9031,39.1683,40.918,36.5709,33.158,32.3336,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
238,24,253,dry,amb,2,13.8749,19.5877,23.9424,23.7506,24.24,26.7006,29.0775,42.579,45.2205,43.2662,44.1285,44.3827,44.8424,44.2739
239,20,253,con,ele,2,22.2011,26.916,34.4618,36.4283,36.2246,36.2558,33.959,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
240,20,253,dry,ele,2,14.283,17.6056,24.194,27.9599,29.2788,32.489,37.2672,42.1671,43.8746,42.4693,43.7606,42.8638,44.2231,44.5977
241,25,167,con,amb,3,40.3473,41.4854,41.0183,42.3874,43.4077,42.6499,43.2747,40.3473,41.4854,41.0183,42.3874,43.4077,42.6499,43.2747
242,25,167,dry,amb,3,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
243,29,167,con,ele,3,42.8665,43.8813,42.4084,43.7159,44.9893,44.5627,44.3772,42.8665,43.8813,42.4084,43.7159,44.9893,44.5627,44.3772
244,29,167,dry,ele,3,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
245,25,169,con,amb,3,32.7432,39.1779,40.5378,42.2998,43.4767,42.8932,43.2151,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
246,25,169,dry,amb,3,38.265,41.2624,41.4344,43.7872,44.5651,44.8072,44.6074,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
247,29,169,con,ele,3,41.0156,43.3683,42.4407,43.7167,45.0542,44.7035,44.463,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
248,29,169,dry,ele,3,35.622,40.2826,40.1593,41.9083,44.0378,44.3673,43.7483,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
249,25,175,con,amb,3,35.6101,40.8745,40.3699,42.0371,43.4534,42.8183,43.2148,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
250,25,175,dry,amb,3,40.8432,41.6918,41.589,43.7861,44.5126,44.742,44.5523,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
251,29,175,con,ele,3,42.1902,43.4482,42.3266,43.899,45.1098,44.7042,44.5179,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
252,29,175,dry,ele,3,37.4562,40.5771,40.2266,41.9472,43.9407,44.3999,43.7684,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
253,25,180,con,amb,3,22.6899,34.2182,40.2789,42.0214,43.5809,42.9238,43.215,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
254,25,180,dry,amb,3,27.0612,38.8643,41.2487,43.7113,44.4122,44.906,44.6612,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
255,29,180,con,ele,3,29.2636,39.9463,42.1985,43.7865,45.2505,44.7765,44.4788,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
256,29,180,dry,ele,3,26.5557,37.1344,39.9035,41.5286,43.7783,44.1608,43.6602,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
257,25,182,con,amb,3,20.4527,29.9694,39.508,42.1436,43.4026,42.6942,43.0763,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
258,25,182,dry,amb,3,24.1947,35.9083,40.9931,43.6383,44.253,44.6667,44.4003,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
259,29,182,con,ele,3,26.6148,37.1745,41.7737,43.4814,44.9777,44.6165,44.3873,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
260,29,182,dry,ele,3,24.011,33.9658,39.223,41.2901,43.4145,43.9129,43.4977,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
261,25,187,con,amb,3,17.6679,21.5569,30.2106,39.7933,43.5181,42.991,43.3847,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
262,25,187,dry,amb,3,21.6712,27.1541,36.0923,43.4584,44.5838,44.9512,44.7273,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
263,29,187,con,ele,3,22.9222,27.6552,36.6843,42.8541,45.0658,44.7483,44.5937,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
264,29,187,dry,ele,3,20.0994,24.8868,33.0613,39.4641,43.6613,44.2258,43.8419,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
265,25,190,con,amb,3,18.204,21.1887,27.5935,34.1712,42.7502,43.2337,43.2382,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
266,25,190,dry,amb,3,21.418,24.759,30.3416,40.2548,43.83,44.9594,44.6278,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
267,29,190,con,ele,3,23.1739,25.8012,32.2844,39.9331,44.358,44.7218,44.3133,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
268,29,190,dry,ele,3,21.6236,24.2337,30.1302,36.7949,42.3559,44.1361,43.4892,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
269,25,193,con,amb,3,17.3708,20.3023,25.9604,30.2279,39.7836,42.654,43.0116,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
270,25,193,dry,amb,3,20.2968,23.5027,28.6011,36.2943,40.8528,44.4755,44.3126,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
271,29,193,con,ele,3,21.7179,24.565,29.9814,35.8085,42.495,44.3776,44.0835,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
272,29,193,dry,ele,3,19.9743,23.4154,28.537,33.8267,39.6779,43.5058,43.1827,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
273,25,195,con,amb,3,17.0273,19.654,25.1652,28.5552,37.3276,42.247,43.022,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
274,25,195,dry,amb,3,20.1244,23.142,28.0052,34.2159,37.9534,43.7097,44.2414,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
275,29,195,con,ele,3,21.4153,23.9977,29.0894,33.9533,40.4386,44.1158,44.0932,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
276,29,195,dry,ele,3,19.9624,22.9699,28.065,32.816,38.1214,43.1692,43.1393,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
277,25,197,con,amb,3,20.7797,22.2655,27.3369,29.9649,37.225,41.5786,42.7169,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
278,25,197,dry,amb,3,19.5786,22.8061,27.3283,33.3808,36.7945,41.9418,44.0843,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
279,29,197,con,ele,3,27.9527,27.863,32.6823,35.5194,39.7076,43.6097,43.7723,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
280,29,197,dry,ele,3,19.6544,22.5223,27.4518,31.3015,35.5959,41.8397,42.7826,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
281,25,200,con,amb,3,19.0294,21.5632,26.6472,29.2644,35.6829,40.6637,42.5645,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
282,25,200,dry,amb,3,20.0629,22.7751,27.1035,32.4275,34.1959,39.2508,43.7932,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
283,29,200,con,ele,3,25.0621,26.7512,31.3167,34.3337,38.5628,42.9059,43.5773,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
284,29,200,dry,ele,3,19.2587,22.3132,27.0657,30.4181,33.6785,39.2426,42.516,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
285,25,202,con,amb,3,29.9231,32.4768,36.699,37.4856,40.9776,41.9019,42.655,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
286,25,202,dry,amb,3,19.4332,22.717,26.9185,32.0819,33.8782,38.0011,43.3505,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
287,29,202,con,ele,3,38.9987,41.1091,39.2883,39.4399,40.9823,43.1694,43.7526,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
288,29,202,dry,ele,3,19.7613,22.5036,27.2109,30.3908,33.6794,39.0646,42.5985,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
289,25,204,con,amb,3,29.5316,32.8751,36.6507,37.6952,41.0456,41.8239,42.7271,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
290,25,204,dry,amb,3,19.9976,23.0694,26.9888,31.8789,33.156,37.3253,43.0139,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
291,29,204,con,ele,3,38.4044,40.3564,39.1739,39.4434,41.1045,43.2257,43.7627,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
292,29,204,dry,ele,3,20.0617,22.8789,27.3455,30.583,33.6266,39.0428,42.2034,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
293,25,207,con,amb,3,29.3377,32.7694,36.3368,36.9997,40.0689,41.0895,42.2412,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
294,25,207,dry,amb,3,19.6878,22.7057,26.5096,31.2738,32.2225,34.6121,40.565,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
295,29,207,con,ele,3,37.0212,39.3093,38.3008,38.7359,40.6761,43.2861,43.6086,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
296,29,207,dry,ele,3,19.7961,22.712,27.2382,30.2375,32.7389,37.5298,41.464,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
297,25,210,con,amb,3,27.931,32.687,36.4442,37.339,40.5132,41.2625,42.2131,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
298,25,210,dry,amb,3,19.8047,22.7435,26.522,31.3267,31.902,34.3231,39.8264,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
299,29,210,con,ele,3,35.1522,39.197,38.6707,38.8107,40.7569,43.2134,43.6079,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
300,29,210,dry,ele,3,20.1168,23.1586,27.4088,30.3146,32.6117,36.9563,40.4995,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
301,25,214,con,amb,3,22.0389,29.1071,35.0967,36.312,39.7176,40.7231,41.8314,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
302,25,214,dry,amb,3,19.6813,22.2705,26.1382,30.9143,31.4527,33.7772,39.2666,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
303,29,214,con,ele,3,26.9362,31.7197,36.3961,37.7243,40.1822,42.8777,43.2903,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
304,29,214,dry,ele,3,19.7405,22.6934,27.0528,30.0709,32.2609,36.6185,39.9657,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
305,25,216,con,amb,3,20.5161,26.458,33.497,35.5386,39.3301,40.5185,41.5027,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
306,25,216,dry,amb,3,19.7385,22.8114,26.1697,31.1181,31.747,33.7482,38.9634,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
307,29,216,con,ele,3,25.7296,29.8212,34.3603,36.4816,39.5277,42.5667,43.3721,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
308,29,216,dry,ele,3,19.7235,22.9582,27.2409,29.8621,31.9309,35.9072,39.3707,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
309,25,218,con,amb,3,19.7944,25.2681,32.1706,34.512,38.187,39.7962,40.9588,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
310,25,218,dry,amb,3,20.2596,22.5355,25.9532,30.946,31.3625,33.5236,38.7278,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
311,29,218,con,ele,3,25.0595,28.1155,32.4794,34.7845,38.2408,41.7267,42.903,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
312,29,218,dry,ele,3,20.2489,22.8253,26.9634,29.7411,31.6328,35.6398,39.1593,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
313,25,221,con,amb,3,18.503,23.1044,30.5322,33.2936,37.2383,39.1554,40.6273,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
314,25,221,dry,amb,3,19.6572,22.468,26.1015,30.7214,30.8723,33.0208,37.7987,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
315,29,221,con,ele,3,22.5783,25.3866,29.9523,32.516,36.2326,40.015,42.4959,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
316,29,221,dry,ele,3,19.8317,22.6197,26.8673,29.3728,31.3329,34.7423,38.9116,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
317,25,223,con,amb,3,18.1962,22.1834,29.4747,32.2608,36.3581,37.8279,39.5777,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
318,25,223,dry,amb,3,19.5514,22.3297,25.8279,30.3445,30.7148,32.9308,37.7627,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
319,29,223,con,ele,3,23.1482,24.5232,29.4882,32.7084,36.4309,40.087,42.0126,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
320,29,223,dry,ele,3,20.0659,22.8617,26.8221,29.3986,31.0607,34.9339,38.5012,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
321,25,228,con,amb,3,19.2881,21.9646,28.4783,31.1908,35.0349,36.8786,38.6132,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
322,25,228,dry,amb,3,19.5579,22.3372,25.4863,30.1255,30.8203,32.5407,37.0791,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
323,29,228,con,ele,3,23.979,24.458,27.7795,30.1872,33.9716,37.9678,41.5786,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
324,29,228,dry,ele,3,19.4464,22.2571,26.4292,28.7341,30.4966,33.6448,37.8261,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
325,25,230,con,amb,3,18.0351,21.3764,28.2287,30.9091,34.8442,36.5714,38.5221,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
326,25,230,dry,amb,3,19.4432,22.2933,25.5053,29.7226,30.2569,32.4104,37.0463,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
327,29,230,con,ele,3,22.3151,23.7556,27.2893,29.9049,33.6147,37.6436,41.3409,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
328,29,230,dry,ele,3,19.3419,22.385,26.385,28.7052,30.3519,33.9332,37.7401,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
329,25,232,con,amb,3,17.4965,20.8407,27.1298,30.1855,34.1752,36.1756,38.0811,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
330,25,232,dry,amb,3,19.5137,22.4053,25.5682,30.0524,30.721,32.3036,36.845,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
331,29,232,con,ele,3,21.672,22.9841,26.6832,29.3754,33.087,37.2416,41.3729,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
332,29,232,dry,ele,3,18.6264,21.8868,26.0131,28.2096,29.8003,32.8987,37.6077,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
333,25,234,con,amb,3,25.0615,28.3403,34.9835,35.5787,38.5125,38.5197,38.7212,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
334,25,234,dry,amb,3,18.2639,21.8846,25.307,30.0595,30.5416,32.2819,36.9056,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
335,29,234,con,ele,3,33.3127,33.5121,33.326,32.9223,35.3717,38.6747,41.244,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
336,29,234,dry,ele,3,19.6796,24.6499,27.5348,30.1001,29.2737,31.1995,35.4736,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
